TTB İçerik Listesi,,
Katalog Adı,(*) Birim,Katalog Kodu
Paravertebral lomber (tek)  - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"75,00",ANESTEZİYOLOJİ VE REANİMASYON
"Subaraknoid blok, lomber/kaudal spinal blok - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4]","75,00",ANESTEZİYOLOJİ VE REANİMASYON
"Nörolitik interkostal nörolitik, tek seviye - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4]","75,00",ANESTEZİYOLOJİ VE REANİMASYON
"Nörolitik periferik sinir nörolitik, tek - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4]","75,00",ANESTEZİYOLOJİ VE REANİMASYON
İntravenöz rejyonel blok (RİVA)  - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"75,00",ANESTEZİYOLOJİ VE REANİMASYON
"İntraarteriyel kanülasyon + basınç ölçümü (24 saat izlem)  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","70,00",ANESTEZİYOLOJİ VE REANİMASYON
"İnvaziv yöntemle kardiak debi ve indeks ölçümü (kateterizasyon hariç) - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","60,00",ANESTEZİYOLOJİ VE REANİMASYON
"Yoğun bakım veya reanimasyon ünitesinde hasta takibi (günlük) [3] - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","60,00",ANESTEZİYOLOJİ VE REANİMASYON
Kontinu perineural opiat analjezisi - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"60,00",ANESTEZİYOLOJİ VE REANİMASYON
"Muayene anestezisi, ameliyathanede - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","50,00",ANESTEZİYOLOJİ VE REANİMASYON
"Kardiyoversiyon - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","50,00",ANESTEZİYOLOJİ VE REANİMASYON
"Santral ven kateterizasyonu, perkütan, periferik venden - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","50,00",ANESTEZİYOLOJİ VE REANİMASYON
"Torasentez/Parasentez - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","50,00",ANESTEZİYOLOJİ VE REANİMASYON
1. Cerrahi birimleri toplamı 0-99 olan ameliyatlarda,"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Greater ve lesser oksipital - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Supraorbital/intraorbital/troklear - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Maksiller/mandibüler - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Faset median sinir servikal (tek)  - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Faset median sinir torakal (tek)  - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Faset median sinir lumbar (tek)  - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Supraskapuler - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Radial/ulnar/medial - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Lateral femoral kutanöz/obturator - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Peroneal/tibial/sural - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Pudental - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Sakral / koksigeal - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
IV. Lidokain testi - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
SEDO-analjezi - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Skopi kullanımı - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Termografi kullanımı - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"50,00",ANESTEZİYOLOJİ VE REANİMASYON
Günlük yatan hasta ağrı takibi - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"45,00",ANESTEZİYOLOJİ VE REANİMASYON
"Endotrakeal entübasyon, yenidoğan - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","40,00",ANESTEZİYOLOJİ VE REANİMASYON
"Total parenteral nutrisyon (TPN) takibi (günlük)  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","40,00",ANESTEZİYOLOJİ VE REANİMASYON
"Respiratör uygulama ve takibi (günlük)  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","40,00",ANESTEZİYOLOJİ VE REANİMASYON
"Laringeal maske uygulaması (LMA)  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","35,00",ANESTEZİYOLOJİ VE REANİMASYON
"Nazal entübasyon (ameliyathane dışı)  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","30,00",ANESTEZİYOLOJİ VE REANİMASYON
"İntraarteriyel kanülasyon + basınç ölçümü (bir kez)  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","30,00",ANESTEZİYOLOJİ VE REANİMASYON
"Mide yıkama - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","30,00",ANESTEZİYOLOJİ VE REANİMASYON
"Mesane ponksiyonu, suprapubik  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","30,00",ANESTEZİYOLOJİ VE REANİMASYON
İnterkostal (tek)  - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"30,00",ANESTEZİYOLOJİ VE REANİMASYON
Diğer periferik üst ekstremite blokları - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"30,00",ANESTEZİYOLOJİ VE REANİMASYON
Diğer periferik alt ekstremite blokları - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"30,00",ANESTEZİYOLOJİ VE REANİMASYON
"Nörolitik interkostal nörolitik, ilave her seviye - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4]","30,00",ANESTEZİYOLOJİ VE REANİMASYON
"Anestezi öncesi muayene, değerlendirme ve premedikasyon[2] - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","25,00",ANESTEZİYOLOJİ VE REANİMASYON
"Endotrakeal entübasyon, ameliyathane dışı - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","25,00",ANESTEZİYOLOJİ VE REANİMASYON
"Lavman - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","25,00",ANESTEZİYOLOJİ VE REANİMASYON
Spinal ponksiyon - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"25,00",ANESTEZİYOLOJİ VE REANİMASYON
"Magneto terapi (seansı)  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","20,00",ANESTEZİYOLOJİ VE REANİMASYON
"Neural terapi (seansı)  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","20,00",ANESTEZİYOLOJİ VE REANİMASYON
"Noninvaziv yöntemle kardiak debi ve indeks ölçümü - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","20,00",ANESTEZİYOLOJİ VE REANİMASYON
"Periferik venöz kateterizasyon + basınç ölçümü - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","20,00",ANESTEZİYOLOJİ VE REANİMASYON
"Arteriyel kanülasyon - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","20,00",ANESTEZİYOLOJİ VE REANİMASYON
"IV. PCA Uygulaması - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","20,00",ANESTEZİYOLOJİ VE REANİMASYON
"Nazogastrik sonda takılması - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","20,00",ANESTEZİYOLOJİ VE REANİMASYON
"Enteral hiperalimantasyon takibi (günlük)  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","20,00",ANESTEZİYOLOJİ VE REANİMASYON
"Vital fonksiyonların monitörde takibi (günlük)  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","20,00",ANESTEZİYOLOJİ VE REANİMASYON
Küçük eklem içi enjeksiyon - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"20,00",ANESTEZİYOLOJİ VE REANİMASYON
Orta eklem içi enjeksiyon - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"20,00",ANESTEZİYOLOJİ VE REANİMASYON
Büyük eklem içi enjeksiyon - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"20,00",ANESTEZİYOLOJİ VE REANİMASYON
Pompa/port programlama/doldurma - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"20,00",ANESTEZİYOLOJİ VE REANİMASYON
Nörostimülatör elektronik analiz/programlama - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"20,00",ANESTEZİYOLOJİ VE REANİMASYON
IV. Hasta kontrollü analjezi (İV-PCA)  - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"20,00",ANESTEZİYOLOJİ VE REANİMASYON
Epidural hasta kontrollü analjezi - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"20,00",ANESTEZİYOLOJİ VE REANİMASYON
Spinal hasta kontrollü analjezi  - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"20,00",ANESTEZİYOLOJİ VE REANİMASYON
Pleksus hasta kontrollü analjezi - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"20,00",ANESTEZİYOLOJİ VE REANİMASYON
"Oksijen inhalasyon tedavisi (günlük)  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","15,00",ANESTEZİYOLOJİ VE REANİMASYON
"Arteriyel ponksiyon - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","15,00",ANESTEZİYOLOJİ VE REANİMASYON
"Kan gazları kontrolü/takibi (bir kez/günlük)  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","15,00",ANESTEZİYOLOJİ VE REANİMASYON
"Kan veya ürünleri transfüzyonu - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","15,00",ANESTEZİYOLOJİ VE REANİMASYON
"Mesane sonda uygulaması - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","15,00",ANESTEZİYOLOJİ VE REANİMASYON
"Pulse oksimetre ile O2 satürasyonu takibi (günlük)  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","15,00",ANESTEZİYOLOJİ VE REANİMASYON
İnfiltrasyon anestezisi - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"15,00",ANESTEZİYOLOJİ VE REANİMASYON
"Tetik nokta/tendon kılıfı/ligament enjeksiyonu, tek seans - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4]","15,00",ANESTEZİYOLOJİ VE REANİMASYON
Akupunktur (seansı)  - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"15,00",ANESTEZİYOLOJİ VE REANİMASYON
Derin adale stimulasyonu - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"15,00",ANESTEZİYOLOJİ VE REANİMASYON
İntralezyonel enjeksiyon - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"15,00",ANESTEZİYOLOJİ VE REANİMASYON
"İnterkostal, ilave her sinir - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4]","15,00",ANESTEZİYOLOJİ VE REANİMASYON
İlave periferik üst ekstremite sinir bloğu (her biri)  - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"15,00",ANESTEZİYOLOJİ VE REANİMASYON
İlave periferik alt ekstremite sinir bloğu (her biri)  - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"15,00",ANESTEZİYOLOJİ VE REANİMASYON
İnfiltrasyon anestezisi - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"15,00",ANESTEZİYOLOJİ VE REANİMASYON
"Bio-feedback (seansı)  - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","10,00",ANESTEZİYOLOJİ VE REANİMASYON
"Periferik venöz kateterizasyon - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","10,00",ANESTEZİYOLOJİ VE REANİMASYON
"İntravenöz ilaç infüzyonu - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","10,00",ANESTEZİYOLOJİ VE REANİMASYON
İntravenöz ilaç infüzyonu - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"10,00",ANESTEZİYOLOJİ VE REANİMASYON
İntravenöz kateter yerleştirilmesi - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4],"10,00",ANESTEZİYOLOJİ VE REANİMASYON
"Sıvı transfüzyonu - 1-TANI, TEDAVİ VE YOĞUN BAKIM AMAÇLI UYGULAMALAR[1]","8,00",ANESTEZİYOLOJİ VE REANİMASYON
"Transkutanöz elektriksel sinir stimülasyonu, tek seans - 3-ALGOLOJİ-AĞRI TEDAVİSİ UYGULAMALARI[4]","5,00",ANESTEZİYOLOJİ VE REANİMASYON
İnce barsak transplantasyonu - JEJUNUM VEYA İLEUM,"3.500,00",ÇOCUK CERRAHİSİ[5]
Transplantasyonu (tüm cerrahi işlemler dahil)  - KARACİĞER,"3.000,00",ÇOCUK CERRAHİSİ[5]
Özofagus replasmanı için interpozisyon ameliyatları - ÖZOFAGUS,"2.500,00",ÇOCUK CERRAHİSİ[5]
Sistektomi + ortotopik mesane veya kontinan diversiyon - MESANE,"2.500,00",ÇOCUK CERRAHİSİ[5]
"Ventral herni onarımı, omfalosel ve gastroşizise bağlı - KARIN ÖN DUVARI","2.000,00",ÇOCUK CERRAHİSİ[5]
Kloakal ekstrofi onarımı - KARIN ÖN DUVARI,"2.000,00",ÇOCUK CERRAHİSİ[5]
"Portosistemik şantlar, portal hipertansiyonda - ÖZOFAGUS","2.000,00",ÇOCUK CERRAHİSİ[5]
"Hepatektomi, total - KARACİĞER","2.000,00",ÇOCUK CERRAHİSİ[5]
"Lobektomi/hepatektomi, subtotal, canlı donörden - KARACİĞER","2.000,00",ÇOCUK CERRAHİSİ[5]
Böbrek transplantasyonu - BÖBREK,"2.000,00",ÇOCUK CERRAHİSİ[5]
Sistektomi+ileal loop - MESANE,"2.000,00",ÇOCUK CERRAHİSİ[5]
Sistektomi + üreterokutanestomi veya üreterosigmoidostomi - MESANE,"1.800,00",ÇOCUK CERRAHİSİ[5]
"Pull-through, sakroabdominoperineal yaklaşımla - KOLON","1.750,00",ÇOCUK CERRAHİSİ[5]
"Kolektomi, total + ileal poş yapılması - KOLON","1.750,00",ÇOCUK CERRAHİSİ[5]
"Pankreatektomi, total-duodenektomiyle birlikte - PANKREAS","1.750,00",ÇOCUK CERRAHİSİ[5]
"Pull-through, abdomino-perineal yaklaşımla - KOLON","1.500,00",ÇOCUK CERRAHİSİ[5]
"Özofajektomi, transtorakal - ÖZOFAGUS","1.500,00",ÇOCUK CERRAHİSİ[5]
"Kolektomi, total + ileoanal anastomoz - KOLON","1.500,00",ÇOCUK CERRAHİSİ[5]
"Pull-through, sakroperineal yaklaşımla - KOLON","1.500,00",ÇOCUK CERRAHİSİ[5]
Koledokoenterostomi - SAFRA YOLLARI,"1.500,00",ÇOCUK CERRAHİSİ[5]
Portoenterostomi - SAFRA YOLLARI,"1.500,00",ÇOCUK CERRAHİSİ[5]
"Pankreatektomi, subtotal - PANKREAS","1.500,00",ÇOCUK CERRAHİSİ[5]
Nefron koruyucu böbrek kanser cerrahisi - BÖBREK,"1.500,00",ÇOCUK CERRAHİSİ[5]
Augmentasyon sistoplastisi - MESANE,"1.500,00",ÇOCUK CERRAHİSİ[5]
Pnömonektomi - AKCİĞER,"1.400,00",ÇOCUK CERRAHİSİ[5]
"Kolektomi, total + terminal ileostomi - KOLON","1.350,00",ÇOCUK CERRAHİSİ[5]
"Sistektomi, radikal (+ iki taraflı lenf diseksiyonu dahil, diversiyonsuz)  - MESANE","1.350,00",ÇOCUK CERRAHİSİ[5]
"Toraks duvarı deformiteleri, pectus excavatum, carinatum - TORAKS","1.200,00",ÇOCUK CERRAHİSİ[5]
Omfalosel primer onarımı (5 cm’den büyük çaplı)  - KARIN ÖN DUVARI,"1.200,00",ÇOCUK CERRAHİSİ[5]
Gastroşizis onarımı - KARIN ÖN DUVARI,"1.200,00",ÇOCUK CERRAHİSİ[5]
Retroperitoneal lenf bezi diseksiyonu - RETROPERİTON,"1.200,00",ÇOCUK CERRAHİSİ[5]
Özofagus atrezisi primer onarımı - ÖZOFAGUS,"1.200,00",ÇOCUK CERRAHİSİ[5]
"Özofagus fistülü onarımı, servikal - ÖZOFAGUS","1.200,00",ÇOCUK CERRAHİSİ[5]
"Özofagus fistülü onarımı, torakal - ÖZOFAGUS","1.200,00",ÇOCUK CERRAHİSİ[5]
Özofagus darlıklarında cerrahi girişim - ÖZOFAGUS,"1.200,00",ÇOCUK CERRAHİSİ[5]
Üretero-ileo-kutanostomi (ileal loop)  - JEJUNUM VEYA İLEUM,"1.200,00",ÇOCUK CERRAHİSİ[5]
"Nefroüreterektomi, laparaskopik - BÖBREK","1.200,00",ÇOCUK CERRAHİSİ[5]
Anatrofik nefrolitotomi - BÖBREK,"1.200,00",ÇOCUK CERRAHİSİ[5]
Renal arter plastiği - BÖBREK,"1.200,00",ÇOCUK CERRAHİSİ[5]
Üretero-ileo-kutanostomi (ileal loop)  - ÜRETER,"1.200,00",ÇOCUK CERRAHİSİ[5]
Üreterolizis (retroperitoneal fibrozis)  - ÜRETER,"1.200,00",ÇOCUK CERRAHİSİ[5]
Üreteral substitüsyonlar - ÜRETER,"1.200,00",ÇOCUK CERRAHİSİ[5]
"Üretroplasti, ekstrofia vezikalis’te - ÜRETRA","1.200,00",ÇOCUK CERRAHİSİ[5]
"Kolektomi, subtotal + ileoproktostomi - KOLON","1.100,00",ÇOCUK CERRAHİSİ[5]
Kist/tümör eksizyonu - MEDİASTEN,"1.000,00",ÇOCUK CERRAHİSİ[5]
Lobektomi - AKCİĞER,"1.000,00",ÇOCUK CERRAHİSİ[5]
Segmentektomi - AKCİĞER,"1.000,00",ÇOCUK CERRAHİSİ[5]
Konjenital akciğer malformasyonları rezeksiyonu - AKCİĞER,"1.000,00",ÇOCUK CERRAHİSİ[5]
Dekortikasyon - AKCİĞER,"1.000,00",ÇOCUK CERRAHİSİ[5]
"Bochdalek hernisi onarımı, abdominal - DİAFRAGMA","1.000,00",ÇOCUK CERRAHİSİ[5]
"Bochdalek hernisi onarımı, torakal - DİAFRAGMA","1.000,00",ÇOCUK CERRAHİSİ[5]
Morgagni hernisi onarımı - DİAFRAGMA,"1.000,00",ÇOCUK CERRAHİSİ[5]
Hiatal herni onarımı - DİAFRAGMA,"1.000,00",ÇOCUK CERRAHİSİ[5]
"Peritoneo-venöz şant yapılması, asit tedavisinde - PERİTON BOŞLUĞU","1.000,00",ÇOCUK CERRAHİSİ[5]
"Özofagogastrik devaskülarizasyon, portal hipertansiyonda - ÖZOFAGUS","1.000,00",ÇOCUK CERRAHİSİ[5]
"Özofagostomi, servikal - ÖZOFAGUS","1.000,00",ÇOCUK CERRAHİSİ[5]
"Gastropeksi, mide volvulusunda - MİDE","1.000,00",ÇOCUK CERRAHİSİ[5]
Fundoplikasyon - MİDE,"1.000,00",ÇOCUK CERRAHİSİ[5]
"Gastrektomi, total - MİDE","1.000,00",ÇOCUK CERRAHİSİ[5]
"Primer onarım, konjenital intrinsik/ekstrinsik duodenum obstrüksiyonlarında - DUODENUM","1.000,00",ÇOCUK CERRAHİSİ[5]
Enterokütan fistül ameliyatları - JEJUNUM VEYA İLEUM,"1.000,00",ÇOCUK CERRAHİSİ[5]
"Atrezi düzeltilmesi, konjenital jejunal ve ileal atrezide - JEJUNUM VEYA İLEUM","1.000,00",ÇOCUK CERRAHİSİ[5]
"Pull-through, perineal yaklaşımla - KOLON","1.000,00",ÇOCUK CERRAHİSİ[5]
Rektovajinal fistül onarımı - REKTUM ,"1.000,00",ÇOCUK CERRAHİSİ[5]
İnkontinans tedavisinde kas transpozisyonu - ANÜS,"1.000,00",ÇOCUK CERRAHİSİ[5]
"Segmentektomi, segment başına - KARACİĞER","1.000,00",ÇOCUK CERRAHİSİ[5]
"Safra fistülleri için girişimler, komplike - SAFRA YOLLARI","1.000,00",ÇOCUK CERRAHİSİ[5]
Pankreas fistülü onarımı - PANKREAS,"1.000,00",ÇOCUK CERRAHİSİ[5]
"Üretro-vajinoplasti - VULVA, VAGEN ve UTERUS","1.000,00",ÇOCUK CERRAHİSİ[5]
Laparoskopik piyeloplasti - BÖBREK,"1.000,00",ÇOCUK CERRAHİSİ[5]
"Nefrektomi, laparoskopik  - BÖBREK","1.000,00",ÇOCUK CERRAHİSİ[5]
"Nefrektomi, parsiyel - BÖBREK","1.000,00",ÇOCUK CERRAHİSİ[5]
Wilms tümörü eksizyonu - BÖBREK,"1.000,00",ÇOCUK CERRAHİSİ[5]
Sürrenalektomi;transperitoneal (tek taraflı)  - ADRENAL BEZ,"1.000,00",ÇOCUK CERRAHİSİ[5]
Nöroblastom eksizyonu - ADRENAL BEZ,"1.000,00",ÇOCUK CERRAHİSİ[5]
Üretero-sigmoidostomi  - ÜRETER,"1.000,00",ÇOCUK CERRAHİSİ[5]
Üretero-sigmoidostomi - ÜRETER,"1.000,00",ÇOCUK CERRAHİSİ[5]
Çift toplayıcı sistem ve ektopik üreterosel - ÜRETER,"1.000,00",ÇOCUK CERRAHİSİ[5]
"Veziko-vajinal, uterin, rektal fistüllerin onarımı - MESANE","1.000,00",ÇOCUK CERRAHİSİ[5]
"Primer kapama, ekstrofia vezikalis’te - MESANE","1.000,00",ÇOCUK CERRAHİSİ[5]
"Mesane boynu onarımı, ekstrofia vezikalis’te - MESANE","1.000,00",ÇOCUK CERRAHİSİ[5]
Mesane boynu plastisi (Y-V plasti ve benzerleri) idrar kaçırma tedavisinde)  - MESANE,"1.000,00",ÇOCUK CERRAHİSİ[5]
Artifisyel sfinkter takılması (protez hariç)  - MESANE,"1.000,00",ÇOCUK CERRAHİSİ[5]
"Sistektomi, total (diversiyonsuz)  - MESANE","1.000,00",ÇOCUK CERRAHİSİ[5]
"Epispadias onarımı, proksimal - ÜRETRA","1.000,00",ÇOCUK CERRAHİSİ[5]
"Hipospadias onarımı, proksimal - ÜRETRA","1.000,00",ÇOCUK CERRAHİSİ[5]
"Transpubik onarım, üretra yaralanmalarında - ÜRETRA","1.000,00",ÇOCUK CERRAHİSİ[5]
Üretrovajinal fistül onarımı - ÜRETRA,"1.000,00",ÇOCUK CERRAHİSİ[5]
Rektoüretral fistül onarımı - ÜRETRA,"1.000,00",ÇOCUK CERRAHİSİ[5]
Sakrokoksigeal teratom eksizyonu - GLUTEA,"1.000,00",ÇOCUK CERRAHİSİ[5]
Omfalosel primer onarımı (5 cm’den küçük çaplı)  - KARIN ÖN DUVARI,"900,00",ÇOCUK CERRAHİSİ[5]
"Özofagus divertikül eksizyonu, torakal - ÖZOFAGUS","900,00",ÇOCUK CERRAHİSİ[5]
Kolokütanöz fistül kapatılması - KOLON,"900,00",ÇOCUK CERRAHİSİ[5]
Tiroidektomi (iki taraflı total)  - BOYUN,"850,00",ÇOCUK CERRAHİSİ[5]
"Paratiroidektomi, hiperplazi veya kanser için - BOYUN","850,00",ÇOCUK CERRAHİSİ[5]
"Retroperitoneal kist/tümör eksizyonu, böbrek ve adrenal bez dışı - RETROPERİTON","850,00",ÇOCUK CERRAHİSİ[5]
"Gastrektomi, subtotal - MİDE","850,00",ÇOCUK CERRAHİSİ[5]
Trunkal vagotomi ve antrektomi - MİDE,"850,00",ÇOCUK CERRAHİSİ[5]
"Nefrektomi, subkapsüler - BÖBREK","850,00",ÇOCUK CERRAHİSİ[5]
Kistik lenfangiom eksizyonu - BOYUN,"800,00",ÇOCUK CERRAHİSİ[5]
"Tiroidektomi (tamamlayıcı, total)  - BOYUN","800,00",ÇOCUK CERRAHİSİ[5]
Travmatik herni onarımı - DİAFRAGMA,"800,00",ÇOCUK CERRAHİSİ[5]
"Jejunum veya ileum duplikasyonları, total eksizyon, barsak rezeksiyonu ile birlikte - JEJUNUM VEYA İLEUM","800,00",ÇOCUK CERRAHİSİ[5]
"Kolon duplikasyonu total eksizyonu , barsak rezeksiyonu ile birlikte - KOLON","800,00",ÇOCUK CERRAHİSİ[5]
"Kist hidatiğinde kistotomi veya kistektomiyle birlikte poş küçültücü işlemler (kapitonaj, omentopeksi) -çoklu kist  - KARACİĞER","800,00",ÇOCUK CERRAHİSİ[5]
Kist hidatiğinde total kistektomi-çoklu kist - KARACİĞER,"800,00",ÇOCUK CERRAHİSİ[5]
Nefrektomi (açık)  - BÖBREK,"800,00",ÇOCUK CERRAHİSİ[5]
Nefroüreterektomi - BÖBREK,"800,00",ÇOCUK CERRAHİSİ[5]
Perkütan ultrasonik litotripsi veya ekstraksiyon (malzeme hariç) (seansı)  - BÖBREK,"800,00",ÇOCUK CERRAHİSİ[5]
"Üreteroplasti, megaüreterde - ÜRETER","800,00",ÇOCUK CERRAHİSİ[5]
"Üreteroskopik litotripsi (balon dilatasyon, üreteral kateterizasyon ve basket kateter uygulanmasi dahil, sarf malzemesi hariç)  - ÜRETER","800,00",ÇOCUK CERRAHİSİ[5]
